person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,Risk Score,Risk Category
21,24000,RENT,5.0,EDUCATION,B,5000,10.99,0,0.21,N,4,56.13,Medium Risk
21,24000,RENT,3.0,HOMEIMPROVEMENT,D,5000,10.99,1,0.21,Y,2,95.75,High Risk
23,60000,MORTGAGE,1.0,PERSONAL,B,9900,9.76,0,0.17,N,3,19.72,Low Risk
22,60000,MORTGAGE,1.0,EDUCATION,C,7500,11.66,0,0.13,N,2,16.08,Low Risk
23,60000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,6000,9.45,0,0.1,N,2,21.21,Low Risk
25,24000,RENT,3.0,EDUCATION,A,5000,6.92,0,0.21,N,4,43.87,Medium Risk
22,60000,MORTGAGE,1.0,EDUCATION,B,17000,9.45,0,0.28,N,4,29.56,Low Risk
26,60000,MORTGAGE,0.0,PERSONAL,A,9800,7.75,0,0.16,N,3,19.27,Low Risk
22,60000,MORTGAGE,6.0,MEDICAL,A,8000,8.07,0,0.13,N,4,26.02,Low Risk
21,24000,RENT,2.0,MEDICAL,C,5000,12.98,0,0.21,N,2,66.7,High Risk
25,24000,RENT,2.0,DEBTCONSOLIDATION,C,5000,12.61,0,0.21,N,3,68.01,High Risk
23,24000,RENT,5.0,PERSONAL,B,5000,10.75,0,0.21,N,3,56.16,Medium Risk
23,24000,RENT,4.0,DEBTCONSOLIDATION,B,5000,10.62,0,0.21,N,4,67.51,High Risk
23,24000,RENT,1.0,VENTURE,B,5000,11.48,0,0.21,N,4,44.63,Medium Risk
22,24000,RENT,2.0,PERSONAL,A,5000,8.94,0,0.21,N,3,59.94,Medium Risk
22,24044,RENT,2.0,PERSONAL,A,5000,8.9,0,0.21,N,3,59.71,Medium Risk
24,60204,MORTGAGE,8.0,PERSONAL,A,10000,7.49,0,0.17,N,4,22.19,Low Risk
21,24996,RENT,0.0,DEBTCONSOLIDATION,D,5000,10.99,1,0.2,N,3,91.97,High Risk
21,24996,RENT,2.0,EDUCATION,E,5000,16.45,1,0.2,N,4,93.51,High Risk
22,24996,RENT,3.0,MEDICAL,D,5000,10.99,1,0.2,Y,3,91.65,High Risk
21,24996,RENT,1.0,DEBTCONSOLIDATION,C,5000,10.99,0,0.2,Y,3,67.54,High Risk
26,25000,RENT,2.0,MEDICAL,B,5000,12.69,0,0.2,N,3,66.69,High Risk
22,60400,MORTGAGE,0.0,EDUCATION,A,24000,6.54,0,0.4,N,3,42.39,Medium Risk
24,60400,OWN,5.0,VENTURE,A,5500,8.0,0,0.09,N,2,3.09,Low Risk
24,54417,MORTGAGE,1.0,MEDICAL,C,9525,11.66,1,0.18,Y,3,32.92,Medium Risk
23,25000,RENT,1.0,EDUCATION,B,5000,10.99,0,0.2,N,4,51.97,Medium Risk
24,25000,RENT,5.0,VENTURE,A,5000,10.99,0,0.2,N,4,54.83,Medium Risk
25,60500,OWN,6.0,PERSONAL,B,17000,12.42,0,0.28,N,2,20.32,Low Risk
23,60500,MORTGAGE,4.0,EDUCATION,C,5000,14.27,0,0.08,Y,3,24.44,Low Risk
23,25000,RENT,0.0,DEBTCONSOLIDATION,A,5000,6.91,0,0.2,N,3,59.17,Medium Risk
24,54500,MORTGAGE,7.0,MEDICAL,D,8000,17.49,1,0.15,N,4,89.8,High Risk
24,25000,RENT,3.0,VENTURE,A,5000,7.14,0,0.2,N,2,33.27,Medium Risk
22,60500,MORTGAGE,6.0,EDUCATION,A,12000,8.94,0,0.2,N,3,28.76,Low Risk
23,25000,RENT,8.0,EDUCATION,B,5000,10.62,0,0.2,N,3,51.61,Medium Risk
24,60500,MORTGAGE,8.0,EDUCATION,A,6000,7.68,0,0.1,N,4,14.47,Low Risk
24,25000,RENT,2.0,DEBTCONSOLIDATION,A,5000,8.94,1,0.2,N,2,67.96,High Risk
22,60612,MORTGAGE,2.0,MEDICAL,C,18000,13.72,0,0.3,Y,3,60.72,High Risk
22,60612,MORTGAGE,6.0,PERSONAL,B,5300,10.99,0,0.09,N,4,18.47,Low Risk
21,25000,RENT,0.0,DEBTCONSOLIDATION,D,5000,12.86,1,0.2,Y,2,95.31,High Risk
25,60626,MORTGAGE,4.0,DEBTCONSOLIDATION,A,2500,6.92,0,0.04,N,3,14.75,Low Risk
22,60635,MORTGAGE,5.0,EDUCATION,C,6800,13.49,0,0.11,Y,2,25.02,Low Risk
23,60785,MORTGAGE,7.0,DEBTCONSOLIDATION,C,10625,13.99,0,0.17,N,2,45.0,Medium Risk
22,26000,RENT,6.0,PERSONAL,B,5000,11.99,0,0.19,N,2,61.09,High Risk
26,60996,MORTGAGE,2.0,PERSONAL,B,12000,12.21,0,0.2,N,4,31.17,Medium Risk
24,26400,RENT,5.0,MEDICAL,A,5000,7.9,0,0.19,N,4,58.11,Medium Risk
21,26400,RENT,2.0,EDUCATION,C,5000,13.49,0,0.19,Y,2,63.06,High Risk
25,61000,OWN,2.0,EDUCATION,C,15000,14.65,0,0.25,Y,3,20.84,Low Risk
23,26400,RENT,3.0,EDUCATION,D,5000,15.99,0,0.19,N,3,93.94,High Risk
22,61000,MORTGAGE,6.0,MEDICAL,C,12000,13.49,0,0.2,N,2,40.03,Medium Risk
21,27000,RENT,5.0,VENTURE,A,5000,5.42,0,0.19,N,3,27.88,Low Risk
25,55000,MORTGAGE,4.0,MEDICAL,D,9000,16.77,1,0.16,Y,2,89.83,High Risk
23,61000,OWN,1.0,PERSONAL,B,12000,11.71,0,0.2,N,2,11.85,Low Risk
23,27000,RENT,2.0,MEDICAL,E,5000,16.77,1,0.19,Y,2,95.83,High Risk
22,61000,MORTGAGE,6.0,EDUCATION,A,2100,6.62,0,0.03,N,3,8.47,Low Risk
24,55000,MORTGAGE,8.0,EDUCATION,B,6000,11.99,1,0.11,N,2,21.38,Low Risk
21,61000,MORTGAGE,6.0,PERSONAL,C,6000,10.99,0,0.1,N,3,15.71,Low Risk
22,27000,RENT,0.0,VENTURE,D,5000,10.99,1,0.19,Y,2,80.68,High Risk
22,27000,RENT,6.0,DEBTCONSOLIDATION,A,5000,9.32,0,0.19,N,2,70.94,High Risk
22,27000,RENT,1.0,VENTURE,B,5000,10.08,0,0.19,N,2,34.62,Medium Risk
25,27096,RENT,7.0,DEBTCONSOLIDATION,A,5000,7.9,1,0.18,N,2,61.88,High Risk
21,27200,RENT,0.0,MEDICAL,C,5000,10.99,0,0.18,N,3,54.09,Medium Risk
22,61000,MORTGAGE,1.0,DEBTCONSOLIDATION,B,8000,11.49,0,0.13,N,2,31.75,Medium Risk
23,61000,MORTGAGE,2.0,VENTURE,E,18400,19.29,0,0.3,N,2,89.35,High Risk
26,61000,MORTGAGE,10.0,PERSONAL,B,12000,10.99,0,0.2,N,3,27.48,Low Risk
22,61000,MORTGAGE,6.0,EDUCATION,A,12000,7.49,0,0.2,N,2,22.19,Low Risk
26,61000,MORTGAGE,4.0,PERSONAL,A,8000,7.49,0,0.13,N,2,15.83,Low Risk
22,27264,RENT,4.0,EDUCATION,C,5000,13.11,0,0.18,Y,3,60.84,High Risk
24,61000,MORTGAGE,7.0,PERSONAL,D,3000,15.62,0,0.05,N,3,69.47,High Risk
23,61000,MORTGAGE,4.0,PERSONAL,A,10000,6.99,0,0.16,N,2,18.74,Low Risk
22,27360,RENT,5.0,EDUCATION,A,5000,7.51,0,0.18,N,2,45.8,Medium Risk
24,27500,RENT,0.0,PERSONAL,E,5000,15.07,1,0.18,Y,4,92.55,High Risk
26,61000,MORTGAGE,10.0,PERSONAL,A,4200,7.29,0,0.07,N,4,12.55,Low Risk
22,61000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,12000,7.29,0,0.2,N,3,35.11,Medium Risk
22,62000,RENT,6.0,PERSONAL,A,8000,5.42,0,0.13,N,3,22.71,Low Risk
24,61000,MORTGAGE,4.0,PERSONAL,D,10000,15.65,0,0.16,N,3,81.3,High Risk
25,61000,MORTGAGE,4.0,EDUCATION,A,7000,5.79,0,0.11,N,4,10.12,Low Risk
22,61000,MORTGAGE,1.0,MEDICAL,A,8000,5.79,0,0.13,N,4,16.57,Low Risk
26,62000,RENT,7.0,PERSONAL,C,8000,12.99,0,0.13,N,4,36.61,Medium Risk
26,61000,MORTGAGE,8.0,MEDICAL,B,21000,10.99,0,0.34,N,2,52.04,Medium Risk
26,55000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,10000,7.51,1,0.18,N,3,32.01,Medium Risk
22,61000,MORTGAGE,2.0,MEDICAL,A,18200,7.51,0,0.3,N,4,43.92,Medium Risk
22,62000,RENT,2.0,EDUCATION,C,8000,12.68,0,0.13,Y,4,38.44,Medium Risk
23,55000,MORTGAGE,6.0,DEBTCONSOLIDATION,D,10000,15.33,1,0.18,N,2,89.34,High Risk
25,61000,MORTGAGE,9.0,HOMEIMPROVEMENT,B,15000,9.88,0,0.25,N,2,49.87,Medium Risk
24,55000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,7000,7.14,1,0.13,N,3,34.66,Medium Risk
26,61000,MORTGAGE,3.0,PERSONAL,B,7500,10.25,0,0.12,N,4,16.35,Low Risk
24,62000,RENT,3.0,VENTURE,B,8000,11.14,0,0.13,N,4,22.35,Low Risk
22,61000,MORTGAGE,1.0,DEBTCONSOLIDATION,C,21000,14.26,0,0.34,Y,4,75.0,High Risk
24,56400,RENT,4.0,MEDICAL,D,8000,14.96,1,0.14,Y,2,91.64,High Risk
26,61000,MORTGAGE,5.0,VENTURE,B,19200,11.48,0,0.31,N,3,30.38,Medium Risk
26,63000,RENT,2.0,VENTURE,B,8000,12.53,0,0.13,N,2,24.29,Low Risk
25,63900,RENT,1.0,VENTURE,A,8000,6.03,0,0.13,N,2,12.36,Low Risk
24,64000,RENT,8.0,HOMEIMPROVEMENT,A,8000,7.9,0,0.13,N,2,51.49,Medium Risk
24,61080,MORTGAGE,8.0,VENTURE,B,25000,10.59,0,0.41,N,3,41.83,Medium Risk
23,64000,RENT,5.0,VENTURE,B,8000,10.0,0,0.13,N,2,17.66,Low Risk
24,61147,MORTGAGE,5.0,MEDICAL,A,17000,6.03,0,0.28,N,4,32.94,Medium Risk
23,65000,RENT,2.0,EDUCATION,A,8000,6.62,0,0.12,N,4,21.56,Low Risk
24,61193,MORTGAGE,5.0,EDUCATION,A,6400,8.59,0,0.1,N,3,16.18,Low Risk
24,65000,RENT,3.0,EDUCATION,B,8000,12.69,0,0.12,N,3,35.05,Medium Risk
22,65000,RENT,0.0,VENTURE,B,8000,10.59,0,0.12,N,2,18.5,Low Risk
26,65000,RENT,4.0,PERSONAL,A,8000,6.92,0,0.12,N,4,23.89,Low Risk
23,61200,MORTGAGE,2.0,VENTURE,A,9000,10.99,0,0.15,N,2,20.56,Low Risk
24,65000,RENT,5.0,PERSONAL,B,8000,9.63,0,0.12,N,3,25.55,Low Risk
25,61200,MORTGAGE,1.0,PERSONAL,A,5650,7.66,0,0.09,N,4,14.03,Low Risk
25,61200,MORTGAGE,10.0,MEDICAL,A,5200,5.42,0,0.08,N,4,12.22,Low Risk
22,65000,RENT,7.0,EDUCATION,A,8000,6.54,0,0.12,N,4,23.08,Low Risk
23,61200,MORTGAGE,2.0,DEBTCONSOLIDATION,A,10000,7.88,0,0.16,N,3,31.21,Medium Risk
23,55200,MORTGAGE,1.0,PERSONAL,E,15250,15.68,1,0.28,N,2,86.35,High Risk
24,55200,MORTGAGE,0.0,MEDICAL,D,6000,14.42,1,0.11,Y,2,79.8,High Risk
26,61200,OWN,4.0,HOMEIMPROVEMENT,C,1500,12.84,0,0.02,Y,2,11.69,Low Risk
24,61200,MORTGAGE,5.0,EDUCATION,B,5100,10.51,0,0.08,N,2,12.61,Low Risk
22,55200,MORTGAGE,6.0,HOMEIMPROVEMENT,A,7200,10.99,1,0.13,N,4,57.75,Medium Risk
24,55200,MORTGAGE,8.0,EDUCATION,C,9600,10.78,1,0.17,N,4,19.72,Low Risk
23,65000,RENT,2.0,DEBTCONSOLIDATION,C,8000,14.72,0,0.12,Y,2,60.07,High Risk
23,65000,RENT,6.0,PERSONAL,A,8000,9.32,0,0.12,N,3,36.63,Medium Risk
24,61289,MORTGAGE,8.0,PERSONAL,B,2000,11.49,0,0.03,N,4,14.45,Low Risk
23,61300,OWN,1.0,EDUCATION,D,9000,16.49,0,0.15,Y,3,60.99,High Risk
22,61300,MORTGAGE,4.0,VENTURE,A,13000,9.63,0,0.21,N,3,23.95,Low Risk
23,61360,OWN,3.0,MEDICAL,A,6125,8.59,0,0.1,N,4,8.4,Low Risk
23,55365,MORTGAGE,4.0,PERSONAL,F,25000,19.04,1,0.45,N,4,95.67,High Risk
24,65004,RENT,4.0,PERSONAL,A,8000,8.49,0,0.12,N,2,30.65,Medium Risk
21,55400,MORTGAGE,5.0,HOMEIMPROVEMENT,C,5000,14.27,1,0.09,N,4,50.09,Medium Risk
23,55400,MORTGAGE,1.0,MEDICAL,D,5500,14.61,1,0.1,N,2,76.75,High Risk
22,61402,MORTGAGE,7.0,EDUCATION,B,10800,9.99,0,0.18,N,2,20.03,Low Risk
23,61440,OWN,6.0,PERSONAL,B,2500,10.99,0,0.04,N,3,4.71,Low Risk
21,65500,RENT,6.0,EDUCATION,C,8000,12.84,0,0.12,Y,2,37.28,Medium Risk
23,61498,MORTGAGE,5.0,PERSONAL,B,5000,11.36,0,0.08,N,2,17.08,Low Risk
22,61500,MORTGAGE,5.0,VENTURE,A,30000,6.62,0,0.49,N,3,47.23,Medium Risk
26,67000,RENT,9.0,VENTURE,A,8000,7.14,0,0.12,N,2,14.68,Low Risk
24,61500,MORTGAGE,8.0,VENTURE,B,3200,11.49,0,0.05,N,2,8.94,Low Risk
23,67200,RENT,4.0,VENTURE,C,8000,10.99,0,0.12,N,3,15.74,Low Risk
22,61547,OWN,1.0,EDUCATION,D,24250,14.96,0,0.39,Y,3,83.8,High Risk
23,61615,MORTGAGE,4.0,PERSONAL,B,13000,10.62,0,0.21,N,4,28.74,Low Risk
24,61650,MORTGAGE,4.0,HOMEIMPROVEMENT,A,6500,6.03,0,0.11,N,4,25.12,Low Risk
25,70000,RENT,4.0,PERSONAL,C,8000,15.96,0,0.11,Y,3,49.91,Medium Risk
24,61717,OWN,8.0,PERSONAL,A,3200,7.68,0,0.05,N,4,4.38,Low Risk
24,61781,MORTGAGE,6.0,EDUCATION,B,17800,10.25,0,0.29,N,3,32.75,Medium Risk
24,70000,RENT,8.0,DEBTCONSOLIDATION,B,8000,11.71,0,0.11,N,3,43.53,Medium Risk
24,61800,MORTGAGE,0.0,MEDICAL,A,1500,6.54,0,0.02,N,2,9.34,Low Risk
25,61800,OWN,1.0,VENTURE,A,4000,7.75,0,0.06,N,4,2.37,Low Risk
26,70000,RENT,10.0,HOMEIMPROVEMENT,A,8000,7.9,0,0.11,N,4,46.89,Medium Risk
26,70000,RENT,8.0,EDUCATION,C,8000,15.96,0,0.11,Y,3,46.34,Medium Risk
22,70000,RENT,6.0,EDUCATION,A,8000,6.99,0,0.11,N,2,20.72,Low Risk
23,70000,RENT,5.0,MEDICAL,B,8000,11.99,0,0.11,N,4,39.37,Medium Risk
25,64000,RENT,7.0,DEBTCONSOLIDATION,D,8000,15.28,1,0.13,Y,4,92.74,High Risk
23,70000,RENT,4.0,EDUCATION,D,8000,16.02,0,0.11,N,2,83.41,High Risk
26,62000,MORTGAGE,0.0,PERSONAL,A,12000,7.9,0,0.19,N,2,21.73,Low Risk
22,70000,RENT,0.0,EDUCATION,A,8000,7.66,0,0.11,N,4,22.78,Low Risk
23,62000,MORTGAGE,3.0,VENTURE,A,4000,8.9,0,0.06,N,2,9.17,Low Risk
22,64000,RENT,0.0,PERSONAL,D,8000,14.84,1,0.13,N,2,84.65,High Risk
24,70000,RENT,2.0,EDUCATION,C,8000,14.72,0,0.11,Y,3,39.93,Medium Risk
25,70000,RENT,3.0,PERSONAL,C,8000,14.26,0,0.11,N,4,36.47,Medium Risk
26,62000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,8400,6.62,0,0.14,N,4,20.99,Low Risk
26,71000,RENT,10.0,HOMEIMPROVEMENT,C,8000,13.49,0,0.11,Y,4,60.63,High Risk
24,62000,MORTGAGE,7.0,PERSONAL,A,6200,10.99,0,0.1,N,3,26.87,Low Risk
23,62000,MORTGAGE,6.0,EDUCATION,B,1800,11.71,0,0.03,N,3,12.48,Low Risk
22,62000,MORTGAGE,2.0,DEBTCONSOLIDATION,C,13000,15.27,0,0.21,Y,2,61.05,High Risk
25,72000,RENT,2.0,DEBTCONSOLIDATION,A,8000,7.9,0,0.11,N,4,33.91,Medium Risk
22,72000,RENT,2.0,EDUCATION,A,8000,7.9,0,0.11,N,4,23.07,Low Risk
22,62000,MORTGAGE,6.0,EDUCATION,A,15075,6.03,0,0.24,N,2,21.48,Low Risk
22,66000,RENT,6.0,HOMEIMPROVEMENT,C,8000,14.65,1,0.12,Y,4,71.72,High Risk
24,62000,MORTGAGE,8.0,PERSONAL,A,5875,6.03,0,0.09,N,2,11.03,Low Risk
22,72000,RENT,0.0,MEDICAL,A,8000,7.9,0,0.11,N,4,30.2,Medium Risk
21,62000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,6000,7.51,0,0.1,N,2,22.58,Low Risk
22,62000,MORTGAGE,3.0,EDUCATION,A,2000,6.03,0,0.03,N,3,7.03,Low Risk
23,62000,MORTGAGE,1.0,MEDICAL,A,10000,7.9,0,0.16,N,3,25.32,Low Risk
22,62000,MORTGAGE,6.0,PERSONAL,A,5000,6.03,0,0.08,N,4,11.32,Low Risk
24,62000,MORTGAGE,8.0,EDUCATION,C,10000,13.99,0,0.16,Y,4,33.21,Medium Risk
25,62000,MORTGAGE,7.0,VENTURE,A,12000,5.42,0,0.19,N,2,9.45,Low Risk
24,72000,RENT,5.0,HOMEIMPROVEMENT,B,8000,10.0,0,0.11,N,3,42.51,Medium Risk
25,62000,MORTGAGE,9.0,VENTURE,B,8500,10.99,0,0.14,N,2,12.53,Low Risk
23,62000,OWN,2.0,VENTURE,B,5575,10.99,0,0.09,N,3,3.33,Low Risk
24,74000,RENT,7.0,EDUCATION,D,8000,15.62,0,0.11,Y,2,83.59,High Risk
26,74000,RENT,2.0,EDUCATION,C,8000,13.92,0,0.11,N,3,27.18,Low Risk
23,62000,MORTGAGE,2.0,VENTURE,A,5000,5.42,0,0.08,N,3,5.21,Low Risk
23,75000,RENT,2.0,MEDICAL,A,8000,7.9,0,0.11,N,4,28.1,Low Risk
24,62000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,10000,7.49,0,0.16,N,3,29.87,Low Risk
22,75000,RENT,0.0,DEBTCONSOLIDATION,A,8000,5.99,0,0.11,N,3,25.02,Low Risk
23,75000,RENT,5.0,DEBTCONSOLIDATION,B,8000,10.74,0,0.11,N,3,35.12,Medium Risk
25,62000,MORTGAGE,9.0,HOMEIMPROVEMENT,C,3000,12.99,0,0.05,N,2,30.52,Medium Risk
23,62000,MORTGAGE,3.0,MEDICAL,A,9000,10.99,0,0.15,N,4,38.37,Medium Risk
23,75000,RENT,5.0,PERSONAL,C,8000,13.79,0,0.11,N,3,32.51,Medium Risk
24,75000,RENT,5.0,VENTURE,D,8000,15.37,0,0.11,Y,3,75.32,High Risk
22,62000,MORTGAGE,2.0,EDUCATION,A,10000,5.99,0,0.16,N,4,14.3,Low Risk
25,69000,RENT,1.0,HOMEIMPROVEMENT,D,8000,13.99,1,0.12,Y,2,91.64,High Risk
23,75638,RENT,2.0,PERSONAL,A,8000,5.99,0,0.11,N,4,16.92,Low Risk
26,76000,RENT,6.0,PERSONAL,C,8000,13.11,0,0.11,N,3,26.84,Low Risk
25,76460,RENT,1.0,MEDICAL,A,8000,6.03,0,0.1,N,3,18.23,Low Risk
24,77000,RENT,2.0,DEBTCONSOLIDATION,A,8000,7.51,0,0.1,N,3,28.94,Low Risk
22,62000,MORTGAGE,5.0,EDUCATION,B,9000,10.0,0,0.15,N,2,16.75,Low Risk
22,78000,RENT,3.0,MEDICAL,C,8000,13.79,0,0.1,Y,4,41.66,Medium Risk
26,62000,MORTGAGE,10.0,VENTURE,C,10000,13.43,0,0.16,Y,2,20.42,Low Risk
23,56000,MORTGAGE,7.0,VENTURE,D,8000,14.54,1,0.14,Y,2,70.52,High Risk
24,79000,RENT,0.0,MEDICAL,B,8000,11.49,0,0.1,N,2,27.31,Low Risk
23,80000,RENT,5.0,EDUCATION,A,8000,7.9,0,0.1,N,3,18.53,Low Risk
24,62000,MORTGAGE,6.0,HOMEIMPROVEMENT,B,10000,10.74,0,0.16,N,2,41.25,Medium Risk
24,62000,MORTGAGE,8.0,EDUCATION,B,7750,10.0,0,0.13,N,2,14.66,Low Risk
22,80000,RENT,3.0,VENTURE,E,8000,18.39,0,0.1,Y,3,78.97,High Risk
26,80000,RENT,0.0,HOMEIMPROVEMENT,A,8000,5.99,0,0.1,N,2,26.43,Low Risk
24,62000,MORTGAGE,1.0,MEDICAL,A,20000,10.99,0,0.32,N,4,62.94,High Risk
25,74000,RENT,9.0,HOMEIMPROVEMENT,A,8000,7.29,1,0.11,N,3,40.68,Medium Risk
23,62000,MORTGAGE,0.0,VENTURE,D,18000,14.46,0,0.29,Y,3,82.93,High Risk
23,62000,MORTGAGE,2.0,PERSONAL,A,10000,10.99,0,0.16,N,2,33.4,Medium Risk
22,62000,MORTGAGE,6.0,EDUCATION,A,1500,6.91,0,0.02,N,2,8.02,Low Risk
26,80000,RENT,0.0,MEDICAL,C,8000,12.73,0,0.1,Y,3,30.15,Medium Risk
22,62000,MORTGAGE,6.0,EDUCATION,A,17000,6.91,0,0.27,N,3,29.0,Low Risk
24,81600,RENT,5.0,VENTURE,C,8000,12.84,0,0.1,Y,2,17.07,Low Risk
26,82000,RENT,5.0,VENTURE,B,8000,10.99,0,0.1,N,3,12.13,Low Risk
26,62000,MORTGAGE,5.0,MEDICAL,A,10000,7.88,0,0.16,N,2,23.55,Low Risk
26,76000,RENT,6.0,HOMEIMPROVEMENT,C,8000,13.48,1,0.11,Y,4,55.65,Medium Risk
25,56000,MORTGAGE,7.0,HOMEIMPROVEMENT,B,2000,11.49,1,0.04,N,3,31.31,Medium Risk
22,62000,OWN,4.0,EDUCATION,A,4000,6.76,0,0.06,N,4,3.41,Low Risk
26,62000,MORTGAGE,4.0,MEDICAL,B,20000,10.38,0,0.32,N,4,45.81,Medium Risk
25,62000,MORTGAGE,9.0,EDUCATION,B,2100,11.86,0,0.03,N,2,12.37,Low Risk
24,56000,MORTGAGE,1.0,VENTURE,C,10000,14.35,1,0.18,N,4,23.68,Low Risk
22,66300,RENT,4.0,MEDICAL,E,8000,18.39,1,0.1,N,4,91.6,High Risk
22,84996,RENT,2.0,PERSONAL,C,8000,13.92,0,0.09,Y,3,30.88,Medium Risk
25,62000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,6000,7.88,0,0.1,N,4,23.26,Low Risk
24,85000,RENT,0.0,HOMEIMPROVEMENT,C,8000,13.06,0,0.09,Y,2,44.76,Medium Risk
25,62000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,10000,7.88,0,0.16,N,3,29.93,Low Risk
23,62000,MORTGAGE,7.0,VENTURE,A,11200,7.88,0,0.18,N,4,15.64,Low Risk
21,56000,MORTGAGE,5.0,EDUCATION,B,18000,10.25,1,0.32,N,2,39.3,Medium Risk
22,86004,RENT,6.0,EDUCATION,C,8000,13.92,0,0.09,Y,2,27.46,Low Risk
26,86502,RENT,7.0,PERSONAL,B,8000,10.36,0,0.09,N,3,16.32,Low Risk
22,62000,MORTGAGE,6.0,VENTURE,A,5000,8.59,0,0.08,N,4,10.74,Low Risk
25,87000,RENT,3.0,MEDICAL,B,8000,10.37,0,0.09,N,2,18.87,Low Risk
25,62000,OWN,7.0,VENTURE,C,3500,13.57,0,0.06,N,4,3.67,Low Risk
23,62000,MORTGAGE,4.0,MEDICAL,B,10000,12.18,0,0.16,N,2,32.85,Medium Risk
22,62000,MORTGAGE,2.0,EDUCATION,C,6000,13.92,0,0.1,N,4,21.11,Low Risk
23,62000,MORTGAGE,2.0,VENTURE,C,5000,13.57,0,0.08,Y,3,14.43,Low Risk
23,76500,RENT,0.0,DEBTCONSOLIDATION,C,8000,14.26,1,0.1,N,4,44.33,Medium Risk
26,62000,MORTGAGE,2.0,PERSONAL,B,12000,10.99,0,0.19,N,4,25.27,Low Risk
26,90000,RENT,3.0,EDUCATION,C,8000,14.27,0,0.09,N,3,19.87,Low Risk
24,62000,MORTGAGE,8.0,VENTURE,E,20000,16.7,0,0.32,N,2,85.2,High Risk
22,90000,RENT,0.0,EDUCATION,A,8000,7.49,0,0.09,N,3,12.99,Low Risk
23,62000,MORTGAGE,1.0,PERSONAL,B,6500,10.95,0,0.1,N,3,17.36,Low Risk
22,62000,OWN,1.0,VENTURE,B,10000,11.58,0,0.16,N,2,5.63,Low Risk
23,90000,RENT,5.0,MEDICAL,A,8000,6.92,0,0.09,N,3,16.81,Low Risk
23,90000,RENT,0.0,DEBTCONSOLIDATION,C,8000,13.35,0,0.09,Y,3,34.4,Medium Risk
22,90000,RENT,5.0,PERSONAL,D,8000,10.99,0,0.09,N,3,54.8,Medium Risk
22,56000,MORTGAGE,5.0,MEDICAL,E,15000,16.0,1,0.27,Y,4,92.13,High Risk
22,91000,RENT,6.0,PERSONAL,A,8000,6.92,0,0.09,N,4,14.41,Low Risk
22,91000,RENT,2.0,PERSONAL,B,8000,11.86,0,0.09,N,3,20.25,Low Risk
23,92004,RENT,2.0,DEBTCONSOLIDATION,B,8000,11.49,0,0.09,N,4,27.05,Low Risk
22,62000,MORTGAGE,2.0,EDUCATION,D,7500,13.87,0,0.12,N,3,67.19,High Risk
23,62000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,6400,10.08,0,0.1,N,2,23.02,Low Risk
24,62000,MORTGAGE,2.0,HOMEIMPROVEMENT,B,8000,10.08,0,0.13,N,3,33.02,Medium Risk
23,62000,MORTGAGE,4.0,VENTURE,B,9600,9.2,0,0.15,N,2,9.93,Low Risk
25,95000,RENT,4.0,PERSONAL,C,8000,15.23,0,0.08,N,4,24.75,Low Risk
25,95000,RENT,8.0,PERSONAL,B,8000,10.99,0,0.08,N,3,15.26,Low Risk
25,95000,RENT,3.0,HOMEIMPROVEMENT,C,8000,13.8,0,0.08,N,3,36.68,Medium Risk
25,95000,RENT,0.0,DEBTCONSOLIDATION,B,8000,10.36,0,0.08,N,3,18.87,Low Risk
22,62000,MORTGAGE,5.0,MEDICAL,B,3000,8.7,0,0.05,N,3,11.52,Low Risk
22,95004,RENT,0.0,EDUCATION,C,8000,12.61,0,0.08,Y,4,17.65,Low Risk
26,84000,RENT,0.0,HOMEIMPROVEMENT,C,8000,12.61,1,0.1,N,4,37.85,Medium Risk
25,56004,MORTGAGE,5.0,DEBTCONSOLIDATION,B,8000,11.71,1,0.14,N,3,35.6,Medium Risk
25,84000,RENT,1.0,VENTURE,E,8000,16.45,1,0.1,N,2,60.18,High Risk
26,96500,RENT,10.0,DEBTCONSOLIDATION,C,8000,13.61,0,0.08,Y,3,31.53,Medium Risk
24,56004,MORTGAGE,5.0,DEBTCONSOLIDATION,B,6000,10.0,1,0.11,N,3,24.89,Low Risk
24,97000,RENT,3.0,EDUCATION,D,8000,15.31,0,0.08,N,3,64.88,High Risk
26,62004,MORTGAGE,3.0,MEDICAL,B,4000,9.99,0,0.06,N,2,13.15,Low Risk
26,99996,RENT,7.0,PERSONAL,D,8000,16.32,0,0.08,Y,3,74.73,High Risk
21,99996,RENT,5.0,VENTURE,A,8000,7.14,0,0.08,N,4,7.04,Low Risk
